ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0008202	GO:0008202	steroid metabolic process	20/246	172/7982	2.83131956596769e-07	0.00046567224143355	0.000454516093941987	Cyp3a25/Nsdhl/Cyp3a11/Cebpa/Cyp3a41a/Scd1/Cyp1a1/Pon1/Snai2/Cyp17a1/Cyp3a44/Cyp46a1/Egr1/Cyp3a59/Cyp3a16/Lbr/Hsd11b1/Cubn/Dhrs11/Pcsk9	20
GO:0070989	GO:0070989	oxidative demethylation	6/246	11/7982	3.2736185689529e-07	0.00046567224143355	0.000454516093941987	Cyp3a25/Cyp3a11/Cyp3a41a/Cyp3a44/Cyp3a59/Cyp3a16	6
GO:0006690	GO:0006690	icosanoid metabolic process	10/246	58/7982	9.13648618836326e-06	0.00866443440196449	0.00845685984733414	Cyp2g1/Hpgds/Ptgr1/Ces2g/Mgst3/Aloxe3/Cyp4f40/Alox5/Cyp2j13/Tlr2	10
GO:0006457	GO:0006457	protein folding	13/246	108/7982	2.50812707324417e-05	0.0178390538084492	0.0174116821558372	Cryab/Tbce/Hspa5/Tbcd/Ppib/Arl2/Tbcc/Hspa1b/Hsp90b1/Hspa8/Hspa13/Pdia4/Dnajb1	13
GO:0033559	GO:0033559	unsaturated fatty acid metabolic process	9/246	55/7982	3.98982985176599e-05	0.0221324596869893	0.0216022305630479	Cyp2g1/Hpgds/Ptgr1/Scd1/Ces2g/Aloxe3/Cyp4f40/Alox5/Cyp2j13	9
GO:0034620	GO:0034620	cellular response to unfolded protein	9/246	57/7982	5.34984802411948e-05	0.0221324596869893	0.0216022305630479	Abcb10/Derl1/Hspa5/Derl2/Hspb8/Hspa1b/Derl2/Hspa8/Hspa13	9
GO:0035967	GO:0035967	cellular response to topologically incorrect protein	10/246	71/7982	5.6868710217996e-05	0.0221324596869893	0.0216022305630479	Abcb10/Derl1/Hspa5/Derl2/Hspb8/Hspa1b/Derl2/Hspa8/Hspa13/Ube2w	10
GO:0051085	GO:0051085	chaperone cofactor-dependent protein refolding	5/246	15/7982	6.22353875205323e-05	0.0221324596869893	0.0216022305630479	Hspa5/Hspa1b/Hspa8/Hspa13/Dnajb1	5
GO:0070988	GO:0070988	demethylation	6/246	25/7982	8.7213330320173e-05	0.0275691027512102	0.0269086275303645	Cyp3a25/Cyp3a11/Cyp3a41a/Cyp3a44/Cyp3a59/Cyp3a16	6
GO:0120254	GO:0120254	olefinic compound metabolic process	10/246	76/7982	0.000102705688898744	0.0292197684916926	0.028519748138409	Cyp2g1/Cyp1a1/Rdh12/Cyp17a1/Aloxe3/Cyp46a1/Egr1/Cyp4f40/Alox5/Cyp2j13	10
GO:0035966	GO:0035966	response to topologically incorrect protein	11/246	94/7982	0.000137185105957415	0.0354810569498952	0.0346310344034126	Abcb10/Manf/Derl1/Hspa5/Derl2/Hspb8/Hspa1b/Derl2/Hspa8/Hspa13/Ube2w	11
GO:0006986	GO:0006986	response to unfolded protein	10/246	80/7982	0.000159026903414837	0.0377026283512675	0.036799383439328	Abcb10/Manf/Derl1/Hspa5/Derl2/Hspb8/Hspa1b/Derl2/Hspa8/Hspa13	10
GO:0072348	GO:0072348	sulfur compound transport	6/246	29/7982	0.000210925473736239	0.0407780978843284	0.0398011737004378	Slc3a1/Mgst1/Ctns/Abcg2/Slc36a1/Slc5a6	6
GO:0006458	GO:0006458	'de novo' protein folding	5/246	19/7982	0.000217785078361562	0.0407780978843284	0.0398011737004378	Hspa5/Hspa1b/Hspa8/Hspa13/Dnajb1	5
GO:0051084	GO:0051084	'de novo' posttranslational protein folding	5/246	19/7982	0.000217785078361562	0.0407780978843284	0.0398011737004378	Hspa5/Hspa1b/Hspa8/Hspa13/Dnajb1	5
GO:0009617	GO:0009617	response to bacterium	16/246	189/7982	0.000229332009191302	0.0407780978843284	0.0398011737004378	Cyp3a25/Cyp3a11/Cyp3a41a/Mgst1/Amy1/Scd1/Rab1a/Wfdc18/Ido1/Lbp/Mmp7/Mrc1/Cubn/Slc10a2/Hmcn1/Tlr2	16
GO:0042026	GO:0042026	protein refolding	4/246	11/7982	0.000244918952038496	0.0409879069735013	0.0400059563763191	Hspa5/Hspa1b/Hspa8/Hspa13	4
