ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0004497	GO:0004497	monooxygenase activity	16/252	68/7956	2.15216340931692e-10	1.04164709010939e-07	9.08439502248511e-08	Cyp3a25/Cyp2g1/Moxd1/Cyp3a11/Cyp3a41a/Cyp1a1/Cyp17a1/Cyp3a44/Hmox2/Cyp46a1/Fmo6/Cyp3a59/Cyp4f40/Cyp3a16/Cyp2d40/Cyp2j13	16
GO:0016491	GO:0016491	oxidoreductase activity	42/252	482/7956	1.27678274449848e-09	2.24461164447609e-07	1.95756691917118e-07	Cyp3a25/Cyp2g1/Moxd1/Nsdhl/Cyp3a11/Cyp3a41a/Mgst1/Ptgr1/Scd1/Cyp1a1/Gsta4/Cygb/Mtarc2/Rdh12/Ido1/Smox/Cyp17a1/Akr1a1/Mgst3/Cyp3a44/Aloxe3/Ifi30/Frrs1/Hmox2/Vat1l/Cyp46a1/Zadh2/Fmo6/Cyp3a59/Cyp4f40/Aldh2/Cyp3a16/Lbr/Nxn/Hsd11b1/Alox5/Frrs1/Cyp2d40/Pdia4/Dhrs11/Cyp2j13/Fth1	42
GO:0008395	GO:0008395	steroid hydroxylase activity	11/252	32/7956	1.855050945848e-09	2.24461164447609e-07	1.95756691917118e-07	Cyp3a25/Cyp2g1/Cyp3a11/Cyp3a41a/Cyp1a1/Cyp17a1/Cyp3a44/Cyp46a1/Cyp3a59/Cyp3a16/Cyp2j13	11
GO:0016712	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	11/252	32/7956	1.855050945848e-09	2.24461164447609e-07	1.95756691917118e-07	Cyp3a25/Cyp2g1/Cyp3a11/Cyp3a41a/Cyp1a1/Cyp3a44/Hmox2/Cyp3a59/Cyp4f40/Cyp3a16/Cyp2j13	11
GO:0016705	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	17/252	105/7956	2.56859899653109e-08	2.48640382864209e-06	2.16843831075572e-06	Cyp3a25/Cyp2g1/Moxd1/Cyp3a11/Cyp3a41a/Scd1/Cyp1a1/Cyp17a1/Cyp3a44/Hmox2/Cyp46a1/Fmo6/Cyp3a59/Cyp4f40/Cyp3a16/Cyp2d40/Cyp2j13	17
GO:0046906	GO:0046906	tetrapyrrole binding	15/252	84/7956	4.48826183572127e-08	3.62053121414849e-06	3.15753157214777e-06	Cyp3a25/Cyp2g1/Cyp3a11/Cyp3a41a/Cyp1a1/Cygb/Ido1/Ngb/Cyp17a1/Hmox2/Cyp46a1/Cyp3a16/Cubn/Cyp2d40/Cyp2j13	15
GO:0020037	GO:0020037	heme binding	14/252	77/7956	1.00868694567363e-07	6.9743497386577e-06	6.08245812353575e-06	Cyp3a25/Cyp2g1/Cyp3a11/Cyp3a41a/Cyp1a1/Cygb/Ido1/Ngb/Cyp17a1/Hmox2/Cyp46a1/Cyp3a16/Cyp2d40/Cyp2j13	14
GO:0070330	GO:0070330	aromatase activity	7/252	15/7956	1.52494984760603e-07	9.22594657801648e-06	8.04611695907918e-06	Cyp3a25/Cyp3a11/Cyp3a41a/Cyp1a1/Cyp3a44/Cyp3a59/Cyp3a16	7
GO:0101021	GO:0101021	estrogen 2-hydroxylase activity	6/252	10/7956	1.79708037462257e-07	9.66429890352582e-06	8.42841204939942e-06	Cyp3a25/Cyp3a11/Cyp3a41a/Cyp1a1/Cyp3a44/Cyp3a59	6
GO:0005506	GO:0005506	iron ion binding	14/252	88/7956	5.65679209017378e-07	2.73788737164411e-05	2.3877617138523e-05	Cyp3a25/Cyp3a11/Cyp3a41a/Scd1/Cyp1a1/Cygb/Cyp17a1/Cyp3a44/Aloxe3/Cyp46a1/Cyp3a59/Cyp3a16/Alox5/Fth1	14
