ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000278	GO:0000278	mitotic cell cycle	84/709	485/7982	7.87723674650826e-10	1.60701382627109e-06	1.4609977518978e-06	Hes1/Ccnb2/Sdcbp/Hspa1b/Tbce/Cdk1/Chek1/Nfe2l1/Ccna2/Cenpf/Abcb1b/Tbcd/Incenp/Bub1/Kif11/Kif4/Plk1/Kif23/Cdc25a/Ndc80/Cdt1/Prc1/Tpx2/Kif18a/Cenph/Cyp1a1/Nusap1/Kif20a/Gins1/Cenpc1/Nasp/Cks1b/Abcb1a/Racgap1/Clspn/Numa1/Rhoc/Stambp/Ncapg/Calm1/Cradd/Birc5/Trip13/Met/Ccne1/Mad2l1/Bora/Chmp5/Ascl1/Anln/Cdkn1b/Ncaph2/Kifc5b/Dscc1/Cit/Gins3/Igf1r/Cdc20/Nek2/Dusp3/Bmp7/Lgmn/Kdm8/Mki67/Ncapd3/Cetn1/Lats1/Aurkb/Prc1/Fgfr1/Ckap2/Rpl24/Ccnf/Tubgcp5/Smc2/Ccnb3/Pola1/Kif22/Ect2/Usp22/Tuba3a/Tubb2b/Mcm6/Prc1	84
GO:1903047	GO:1903047	mitotic cell cycle process	73/709	400/7982	1.06760195635901e-09	1.60701382627109e-06	1.4609977518978e-06	Ccnb2/Hspa1b/Tbce/Cdk1/Chek1/Nfe2l1/Ccna2/Cenpf/Abcb1b/Incenp/Bub1/Kif11/Kif4/Plk1/Kif23/Cdc25a/Ndc80/Cdt1/Prc1/Tpx2/Kif18a/Cenph/Cyp1a1/Nusap1/Kif20a/Gins1/Cenpc1/Nasp/Cks1b/Abcb1a/Racgap1/Clspn/Numa1/Rhoc/Stambp/Ncapg/Calm1/Cradd/Birc5/Trip13/Met/Ccne1/Mad2l1/Bora/Chmp5/Anln/Cdkn1b/Ncaph2/Kifc5b/Dscc1/Cit/Gins3/Igf1r/Cdc20/Nek2/Bmp7/Kdm8/Mki67/Ncapd3/Lats1/Aurkb/Prc1/Fgfr1/Ckap2/Rpl24/Ccnf/Smc2/Ccnb3/Pola1/Kif22/Ect2/Mcm6/Prc1	73
GO:0140014	GO:0140014	mitotic nuclear division	41/709	168/7982	1.19273663503544e-09	1.60701382627109e-06	1.4609977518978e-06	Hspa1b/Chek1/Nfe2l1/Incenp/Bub1/Kif11/Plk1/Kif23/Ndc80/Cdt1/Prc1/Tpx2/Kif18a/Nusap1/Cenpc1/Racgap1/Numa1/Ncapg/Birc5/Trip13/Met/Mad2l1/Bora/Chmp5/Cdkn1b/Ncaph2/Kifc5b/Dscc1/Cit/Igf1r/Cdc20/Nek2/Bmp7/Mki67/Ncapd3/Aurkb/Prc1/Rpl24/Smc2/Kif22/Prc1	41
GO:0000280	GO:0000280	nuclear division	50/709	242/7982	8.43666573378088e-09	8.52525072398558e-06	7.75063159911291e-06	Ccnb2/Hspa1b/Chek1/Nfe2l1/Incenp/Bub1/Kif11/Plk1/Kif23/Ndc80/Cdt1/Prc1/Tpx2/Kif18a/Calr/Nusap1/Cenpc1/Racgap1/Numa1/Ncapg/Aspm/Birc5/Trip13/Met/Ccne1/Mad2l1/Bora/Chmp5/Cdkn1b/Fanca/Ncaph2/Kifc5b/Dscc1/Cit/Cenpx/Igf1r/Cdc20/Mnd1/Nek2/Bmp7/Mki67/Ncapd3/Aurkb/Prc1/Rpl24/Smc2/Kif22/Fmn2/Prdm9/Prc1	50
GO:0051301	GO:0051301	cell division	61/709	338/7982	4.24330144805526e-08	2.92812391638339e-05	2.66206947891727e-05	Ccnb2/Cdk1/Ccna2/Incenp/Bub1/Kif11/Plk1/Notch1/Kif23/Cdc25a/Ndc80/Cdt1/Cdca3/Prc1/Tpx2/Ist1/Nusap1/Haus1/Kif20a/Cenpc1/Cks1b/Racgap1/Susd2/Numa1/Rhoc/Stambp/Calm1/Lrp6/Aspm/Bmi1/Birc5/Spg20/Lrp6/Ccne1/Mad2l1/Vrk1/Bora/Chmp5/Anln/Cit/Cenpx/Igf1r/Cdc20/Nek2/Ncapd3/Cetn1/Lats1/Aurkb/Haus3/Prc1/Fgfr1/Ckap2/Ccnf/Cetn3/Smc2/Ccnb3/Ect2/Hmcn1/Fmn2/Haus4/Prc1	61
GO:0000070	GO:0000070	mitotic sister chromatid segregation	29/709	109/7982	4.3465471297131e-08	2.92812391638339e-05	2.66206947891727e-05	Incenp/Bub1/Plk1/Kif23/Ndc80/Cdt1/Prc1/Kif18a/Nusap1/Cenpc1/Racgap1/Numa1/Ncapg/Birc5/Trip13/Mad2l1/Chmp5/Ncaph2/Kifc5b/Dscc1/Cit/Cdc20/Nek2/Ncapd3/Aurkb/Prc1/Smc2/Kif22/Prc1	29
GO:0098813	GO:0098813	nuclear chromosome segregation	37/709	165/7982	8.60072065818203e-08	4.96630184291025e-05	4.51505501018247e-05	Cenpf/Incenp/Bub1/Plk1/Kif23/Ndc80/Cdt1/Prc1/Kif18a/Nusap1/Cenpc1/Racgap1/Numa1/Ncapg/Birc5/Trip13/Rmi2/Ccne1/Mad2l1/Chmp5/Ncaph2/Kifc5b/Dscc1/Cit/Cenpx/Cdc20/Nek2/Ncapd3/Lats1/Aurkb/Prc1/Smc2/Kif22/Ect2/Fmn2/Prdm9/Prc1	37
GO:0051225	GO:0051225	spindle assembly	23/709	77/7982	1.09893520782443e-07	5.55237013753293e-05	5.0478721190988e-05	Ccnb2/Hspa1b/Incenp/Kif11/Plk1/Kif23/Ndc80/Prc1/Tpx2/Haus1/Racgap1/Numa1/Aspm/Chmp5/Kifc5b/Cdc20/Nek2/Aurkb/Haus3/Prc1/Tubgcp5/Haus4/Prc1	23
GO:0000819	GO:0000819	sister chromatid segregation	31/709	129/7982	1.88790384255502e-07	8.4787859240082e-05	7.70838867176557e-05	Incenp/Bub1/Plk1/Kif23/Ndc80/Cdt1/Prc1/Kif18a/Nusap1/Cenpc1/Racgap1/Numa1/Ncapg/Birc5/Trip13/Rmi2/Mad2l1/Chmp5/Ncaph2/Kifc5b/Dscc1/Cit/Cdc20/Nek2/Ncapd3/Lats1/Aurkb/Prc1/Smc2/Kif22/Prc1	31
GO:0048285	GO:0048285	organelle fission	51/709	275/7982	2.3840588151888e-07	9.63636573099313e-05	8.7607887619201e-05	Ccnb2/Hspa1b/Chek1/Nfe2l1/Incenp/Bub1/Kif11/Plk1/Kif23/Ndc80/Cdt1/Prc1/Tpx2/Kif18a/Calr/Nusap1/Cenpc1/Racgap1/Numa1/Ncapg/Aspm/Birc5/Trip13/Met/Ccne1/Mad2l1/Bora/Chmp5/Cdkn1b/Fanca/Ncaph2/Kifc5b/Dscc1/Cit/Cenpx/Igf1r/Cdc20/Mnd1/Nek2/Bmp7/Mki67/Ncapd3/Aurkb/Prc1/Rpl24/Inf2/Smc2/Kif22/Fmn2/Prdm9/Prc1	51
GO:0008202	GO:0008202	steroid metabolic process	37/709	172/7982	2.65084205607546e-07	9.74063962786999e-05	8.85558815096595e-05	Nsdhl/Scd1/Cyp3a25/Cyp3a11/Cyp3a41a/Nfe2l1/Cebpa/Nr1h4/Pon1/Msmo1/Cyp17a1/Ebp/Cyp1a1/Hmgcs1/Cyp3a16/Cyp3a44/Sqle/Cyp51/Pcsk9/Igf1r/Stard3/Cyp3a59/Hsd11b1/Lbr/Tm7sf2/Asah1/Sc5d/Ugt2b1/Dhrs11/Smpd1/Fgfr1/Cyp46a1/Ephx2/Hsd3b7/Snai2/Npc1/Hsd17b14	37
GO:0030574	GO:0030574	collagen catabolic process	12/709	25/7982	3.86767560263845e-07	0.000130276206548872	0.00011843908358606	Mmp10/Mmp24/Mmp9/Ctsl/Ctsll3/Mrc2/Mmp2/Mmp7/Mmp20/Mmp16/Mmp15/Mmp19	12
GO:0006805	GO:0006805	xenobiotic metabolic process	18/709	54/7982	4.33196932613207e-07	0.000134690923201737	0.00012245267139698	Cyp2g1/Cyp2d26/Cyp1a1/Gsto1/Gsta4/Cryz/Cyp2j12/Cyp2u1/Cyp2c23/Ugt2b1/Cyp2j13/Gsta1/Cyp46a1/Gsto2/Ahr/Gstm1/Nceh1/Ugt1a10	18
GO:0007051	GO:0007051	spindle organization	28/709	115/7982	5.55035258014643e-07	0.000160246608063942	0.000145686322235272	Ccnb2/Hspa1b/Tbce/Incenp/Kif11/Kif4/Plk1/Kif23/Ndc80/Prc1/Tpx2/Cenph/Haus1/Racgap1/Numa1/Aspm/Bora/Chmp5/Kifc5b/Cdc20/Nek2/Aurkb/Haus3/Prc1/Tubgcp5/Ntmt1/Haus4/Prc1	28
GO:0007059	GO:0007059	chromosome segregation	40/709	202/7982	8.72586923573947e-07	0.000235133089672393	0.000213768487733098	Cenpf/Incenp/Bub1/Plk1/Kif23/Ndc80/Cdt1/Prc1/Kif18a/Cenph/Nusap1/Cenpc1/Racgap1/Numa1/Ncapg/Birc5/Trip13/Rmi2/Ccne1/Mad2l1/Chmp5/Ncaph2/Kifc5b/Dscc1/Cit/Cenpx/Cdc20/Nek2/Mki67/Ncapd3/Lats1/Aurkb/Prc1/Smc2/Kif22/Ect2/Fmn2/Ntmt1/Prdm9/Prc1	40
GO:0034620	GO:0034620	cellular response to unfolded protein	18/709	57/7982	1.07413619139677e-06	0.00027135365535161	0.000246697989747772	Abcb10/Derl1/Hspa5/Hspb8/Hspa1b/Dnajc3/Creb3l3/Pdia6/Derl2/Eif2ak3/Selenos/Hspa8/Xbp1/Hspa13/Tm7sf3/Eif2s1/Derl2/Ern1	18
GO:0034976	GO:0034976	response to endoplasmic reticulum stress	33/709	156/7982	1.7524920021096e-06	0.000395350096300606	0.000359427898170633	Manf/Hyou1/Derl1/Bcap31/Hspa5/Txndc12/Dnajc3/Nfe2l1/Creb3l3/Hsp90b1/Pdia6/H13/Nrbf2/Derl2/Eif2ak3/Selenos/Calr/Syvn1/Selenok/Xbp1/Mbtps2/Lrrk2/Grina/Rnf185/Eif2s1/Derl2/P4hb/Alox5/Canx/Pdia4/Ube2j1/Nploc4/Ern1	33
GO:0042178	GO:0042178	xenobiotic catabolic process	12/709	28/7982	1.76058924626692e-06	0.000395350096300606	0.000359427898170633	Cyp2g1/Cyp2d26/Cyp1a1/Gsto1/Cryz/Cyp2j12/Cyp2u1/Cyp2c23/Ugt2b1/Cyp2j13/Gsta1/Gstm1	12
GO:0009636	GO:0009636	response to toxic substance	20/709	71/7982	2.07560513778944e-06	0.000419479798347245	0.000381365133474891	Slc22a18/Ass1/Rdh12/Abcb1b/Mtarc2/Pon1/Cyp1a1/Abcb1a/Aldh2/Dhfr/Abcg2/Abcc1/Prdx6/Ephx2/Aldh1a1/Aldh2/Gch1/Ahr/Ddc/Gria1	20
GO:0035967	GO:0035967	cellular response to topologically incorrect protein	20/709	71/7982	2.07560513778944e-06	0.000419479798347245	0.000381365133474891	Abcb10/Derl1/Hspa5/Hspb8/Hspa1b/Dnajc3/Creb3l3/Pdia6/Derl2/Eif2ak3/Selenos/Hspa8/Xbp1/Hspa13/Rnf185/Tm7sf3/Eif2s1/Derl2/Ube2w/Ern1	20
GO:0033559	GO:0033559	unsaturated fatty acid metabolic process	17/709	55/7982	2.98476975016848e-06	0.000574497110960999	0.000522297303149782	Cyp2g1/Hpgds/Scd1/Ces2g/Fabp5/Ptgr1/Cyp2d26/Cyp4f40/Cyp2j12/Cyp2u1/Mif/Cyp2c23/Cyp2j13/Alox5/Hpgd/Ephx2/Aloxe3	17
GO:0006986	GO:0006986	response to unfolded protein	21/709	80/7982	4.03306521956756e-06	0.000737780064637079	0.000670744083348015	Abcb10/Manf/Derl1/Hspa5/Hspb8/Hspa1b/Dnajc3/Creb3l3/Pdia6/Derl2/Eif2ak3/Selenos/Hspa8/Syvn1/Hspb1/Xbp1/Hspa13/Tm7sf3/Eif2s1/Derl2/Ern1	21
GO:0009410	GO:0009410	response to xenobiotic stimulus	33/709	162/7982	4.19815474682158e-06	0.000737780064637079	0.000670744083348015	Cyp2g1/Mgst1/Fos/Abcb1b/Nr1h4/Cyp2d26/Cyp1a1/Abcb1a/Gsto1/Mmp9/Xbp1/Gsta4/Mmp2/Mcm7/Mmp7/Cryz/Cyp2j12/Cyp2u1/Cyp2c23/Abcc1/Ugt2b1/Cyp2j13/Gsta1/Chrna7/Cyp46a1/Aldh1a1/Gsto2/Npc1/Ahr/Gstm1/Hadh/Nceh1/Ugt1a10	33
GO:0098754	GO:0098754	detoxification	13/709	35/7982	4.48232102432335e-06	0.000754897565846458	0.000686306258592668	Slc22a18/Rdh12/Abcb1b/Mtarc2/Abcb1a/Aldh2/Dhfr/Abcg2/Abcc1/Prdx6/Aldh1a1/Aldh2/Gch1	13
