ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005615	GO:0005615	extracellular space	92/784	428/8052	5.9712502142084e-14	2.68109134617957e-11	2.36964350605954e-11	Prss42/Pnliprp1/Spint3/Pon1/Amy1/Bmp7/Serpinb1a/Col12a1/Myoc/Cpa2/Ctrl/Chia1/Bsph1/Svep1/Klk8/Nudt1/Pcsk9/Wfikkn2/Avp/Moxd1/Cd109/Cela2a/Fkrp/Amy2a5/Klkb1/Hmgb2/Lbp/Col14a1/Scnn1b/Cela3b/Thbs1/Alpl/Mif/Mmp7/Metrn/Il6st/Aga/Prss21/Igfals/Fabp3/Angptl1/Crisp2/Mmp9/Cpb1/Col11a1/Dag1/Mmp2/Lipg/Liph/Manf/Fabp5/Mmp19/Col24a1/Lipi/Hpgd/Glipr1l1/Col22a1/Pglyrp1/Susd2/Hspa8/Ppy/Spink1/Scnn1g/Frzb/Cstb/F11/Gla/Wfdc18/Bmp1/Pi16/Akr1b3/Plg/Cpn2/Lrrc15/Anpep/Cubn/Serpinc1/Tgfbr3/C6/Smpd1/Prss32/Cpa1/Copa/Prss23/Fibcd1/Ace/Slit1/Smpdl3b/Hgf/Serpinb1b/Lingo2/Olfm1	92
GO:0000793	GO:0000793	condensed chromosome	41/784	143/8052	9.31889196074216e-11	2.09209124518662e-08	1.84906435221042e-08	Cbx5/Bub1/Ndc80/Cenpf/Cdt1/Cenph/Birc5/Mis12/Chek1/Ncapg/Smc2/Incenp/Cenpc1/Plk1/Cenpk/Hmgb2/Kntc1/Kif18a/Mad2l1/Rad51/Ncaph2/Cenpt/Rcc1/Cenpx/Ncapd2/Nek2/Nsmce2/Ncapd3/Orc2/Ska3/Fancd2/Spdl1/Mki67/Brca2/Cenpi/Ska2/Blm/Psmc3ip/Aurkb/Dctn5/Ska1	41
GO:0098687	GO:0098687	chromosomal region	47/784	184/8052	3.08430301973002e-10	3.61617938549558e-08	3.19610743953073e-08	Cbx5/Bub1/Ndc80/Cenpf/Cdt1/Cenph/Birc5/Mis12/Chek1/Ncapg/Incenp/Orc1/Cenpc1/Plk1/Cenpk/Kntc1/Dnmt1/Fen1/Rpa2/Kif18a/Mad2l1/Mis18bp1/Rad51/Cenpt/Dscc1/Cenpx/Ncapd2/Esco2/Nek2/Nsmce2/Pold1/Ncapd3/Orc2/Tnks/Ska3/Spdl1/Cenpl/Mki67/Orc4/Brca2/Cenpi/Wrn/Ska2/Blm/Aurkb/Dctn5/Ska1	47
GO:0000779	GO:0000779	condensed chromosome, centromeric region	29/784	83/8052	3.22154065522992e-10	3.61617938549558e-08	3.19610743953073e-08	Cbx5/Bub1/Ndc80/Cenpf/Cdt1/Cenph/Birc5/Mis12/Ncapg/Incenp/Cenpc1/Plk1/Cenpk/Kntc1/Kif18a/Mad2l1/Cenpt/Cenpx/Ncapd2/Nek2/Ncapd3/Orc2/Ska3/Spdl1/Cenpi/Ska2/Aurkb/Dctn5/Ska1	29
GO:0000775	GO:0000775	chromosome, centromeric region	35/784	116/8052	4.90980459585012e-10	4.40900452707341e-08	3.89683438449578e-08	Cbx5/Bub1/Ndc80/Cenpf/Cdt1/Cenph/Birc5/Mis12/Ncapg/Incenp/Cenpc1/Plk1/Cenpk/Kntc1/Dnmt1/Kif18a/Mad2l1/Mis18bp1/Cenpt/Dscc1/Cenpx/Ncapd2/Esco2/Nek2/Ncapd3/Orc2/Ska3/Spdl1/Cenpl/Mki67/Cenpi/Ska2/Aurkb/Dctn5/Ska1	35
GO:0000776	GO:0000776	kinetochore	27/784	80/8052	3.18128376784824e-09	2.3806606862731e-07	2.10411224645401e-07	Cbx5/Bub1/Ndc80/Cenpf/Cdt1/Cenph/Birc5/Mis12/Incenp/Cenpc1/Plk1/Cenpk/Kntc1/Kif18a/Mad2l1/Cenpt/Cenpx/Nek2/Ncapd3/Orc2/Ska3/Spdl1/Cenpi/Ska2/Aurkb/Dctn5/Ska1	27
GO:0042555	GO:0042555	MCM complex	9/784	10/8052	6.89035813049775e-09	4.41967257227641e-07	3.90626318074835e-07	Mcm7/Mcm3/Mcm4/Mcm2/Mcm9/Mms22l/Mcm8/Mcm6/Mcmbp	9
GO:0005876	GO:0005876	spindle microtubule	17/784	41/8052	8.56829048836476e-08	4.80895303659472e-06	4.2503230448862e-06	Kif11/Birc5/Cdk1/Haus1/Plk1/Kntc1/Kif18a/Numa1/Calm1/Haus7/Ska3/Haus3/Haus6/Ska2/Haus4/Aurkb/Ska1	17
GO:0072686	GO:0072686	mitotic spindle	28/784	98/8052	9.96718956339258e-08	4.97252012662585e-06	4.39488943321521e-06	Kif11/Kif23/Tpx2/Prc1/Cdk1/Racgap1/Haus1/Plk1/Nusap1/Kif18a/Numa1/Mad2l1/Aspm/Kifc5b/Haus7/Tnks/Prc1/Aaas/Ska3/Prc1/Haus3/Haus6/Cdc16/Ect2/Haus4/Aurkb/Kif22/Ska1	28
GO:0000228	GO:0000228	nuclear chromosome	32/784	122/8052	1.12806767244073e-07	5.06502384925887e-06	4.47664750010689e-06	Birc5/Chek1/Smc2/Incenp/H4c8/Orc1/Prim2/Plk1/Gins3/Pcna/Rpa2/Pold2/Rad51/Gins2/Rcc1/Ncapd2/Nek2/Mcm2/Pole2/Pold1/Orc2/Tipin/Mms22l/Pola1/Timeless/Sinhcaf/Orc4/Smarcb1/Pole/Brca2/Blm/Psmc3ip	32
GO:0005657	GO:0005657	replication fork	18/784	48/8052	2.2295995313203e-07	9.1008199051165e-06	8.04362701729908e-06	Chek1/Prim2/Pcna/Dnmt1/Rpa2/Pold2/Rfc3/Rfc5/Rfc4/Pold1/Tipin/Mms22l/Pola1/Timeless/Rad51b/Wrn/Blm/Uhrf1	18
GO:0005819	GO:0005819	spindle	41/784	193/8052	1.02874646639291e-06	3.84922636175348e-05	3.40208261254498e-05	Kif11/Cenpf/Birc5/Kif20a/Kif23/Tpx2/Prc1/Cdk1/Racgap1/Haus1/Incenp/Plk1/Nusap1/Kntc1/Kif18a/Numa1/Mad2l1/Aspm/Calm1/Nek2/Kifc5b/Haus7/Tnks/Prc1/Aaas/Ska3/Spdl1/Prc1/Bora/Haus3/Haus6/Ska2/Cdc16/Ect2/Lats1/Haus4/Aurkb/Kif3b/Kif22/Katnal1/Ska1	41
GO:0030312	GO:0030312	external encapsulating structure	42/784	206/8052	2.36895966441336e-06	7.59759206658286e-05	6.71502100363788e-05	Bmp7/Serpinb1a/Col12a1/Myoc/Lama2/Svep1/Thbs2/Col26a1/Cela2a/Vwa5a/Col6a4/Col14a1/Cela3b/Thbs1/Alpl/Col6a6/Mmp7/Matn1/Col6a5/Angptl1/Mmp9/Col11a1/Dag1/Mmp2/Mmp19/Col24a1/Mmp10/Col22a1/Cstb/Hmcn1/Bmp1/Adamts6/Plg/Cpn2/Lrrc15/Serpinc1/Tgfbr3/Adam10/Gsto1/Fibcd1/Notch2/Lingo2	42
GO:0031012	GO:0031012	extracellular matrix	42/784	206/8052	2.36895966441336e-06	7.59759206658286e-05	6.71502100363788e-05	Bmp7/Serpinb1a/Col12a1/Myoc/Lama2/Svep1/Thbs2/Col26a1/Cela2a/Vwa5a/Col6a4/Col14a1/Cela3b/Thbs1/Alpl/Col6a6/Mmp7/Matn1/Col6a5/Angptl1/Mmp9/Col11a1/Dag1/Mmp2/Mmp19/Col24a1/Mmp10/Col22a1/Cstb/Hmcn1/Bmp1/Adamts6/Plg/Cpn2/Lrrc15/Serpinc1/Tgfbr3/Adam10/Gsto1/Fibcd1/Notch2/Lingo2	42
GO:0005874	GO:0005874	microtubule	44/784	230/8052	7.90615513674779e-06	0.000236657577093317	0.000209166349933608	Kif11/Kif4/Birc5/Kif20a/Kif23/Tpx2/Prc1/Cdk1/Haus1/Incenp/Plk1/Nusap1/Kntc1/Kif18a/Numa1/Aspm/Calm1/Nek2/Tbca/Kifc5b/Haus7/Iqgap1/Prc1/Ska3/Prc1/Tubb4b/Tuba1c/Tuba3a/Hspa8/Haus3/Tcp11l1/Haus6/Ckap2/Dnal4/Ska2/Reep2/Haus4/Aurkb/Tuba1a/Kif3b/Kif22/Tbcb/Katnal1/Ska1	44
GO:0030496	GO:0030496	midbody	25/784	101/8052	8.47677651087274e-06	0.000237879540836366	0.000210246364776252	Cenpf/Kif4/Birc5/Kif20a/Kif23/Prc1/Cdk1/Racgap1/Incenp/Cenpc1/Plk1/Aspm/Rack1/Nek2/Pin1/Iqgap1/Hspa5/Prc1/Prc1/Anln/Ect2/Klhl9/Usp8/Aurkb/Kif3b	25
GO:0099512	GO:0099512	supramolecular fiber	65/784	402/8052	2.25054782250585e-05	0.000594409395473603	0.000525360079928609	Cryab/Kif11/Kif4/Birc5/Kif20a/Ank2/Kif23/Tpx2/Prc1/Cdk1/Haus1/Incenp/Simc1/Plk1/Nusap1/Capn3/Kntc1/Kif18a/Numa1/Aspm/Ido1/Tnnc1/Calm1/Nek2/Tbca/Kifc5b/Hrc/Haus7/Col11a1/Iqgap1/Dag1/Mmp2/Prc1/Ska3/Prc1/Tubb4b/Kcnn2/Tuba1c/Actb/Pak1/Ldb3/Tuba3a/Hspa8/Haus3/Tcp11l1/Haus6/Ckap2/Mybpc2/Vcl/Dnal4/Ska2/Dmd/Avil/Reep2/Rpl15/Haus4/Aurkb/Tuba1a/Kif3b/Kif22/Tbcb/Katnal1/Ska1/Sptbn1/Actc1	65
GO:0099081	GO:0099081	supramolecular polymer	65/784	405/8052	2.86067487153805e-05	0.000713579454066992	0.000630686799163653	Cryab/Kif11/Kif4/Birc5/Kif20a/Ank2/Kif23/Tpx2/Prc1/Cdk1/Haus1/Incenp/Simc1/Plk1/Nusap1/Capn3/Kntc1/Kif18a/Numa1/Aspm/Ido1/Tnnc1/Calm1/Nek2/Tbca/Kifc5b/Hrc/Haus7/Col11a1/Iqgap1/Dag1/Mmp2/Prc1/Ska3/Prc1/Tubb4b/Kcnn2/Tuba1c/Actb/Pak1/Ldb3/Tuba3a/Hspa8/Haus3/Tcp11l1/Haus6/Ckap2/Mybpc2/Vcl/Dnal4/Ska2/Dmd/Avil/Reep2/Rpl15/Haus4/Aurkb/Tuba1a/Kif3b/Kif22/Tbcb/Katnal1/Ska1/Sptbn1/Actc1	65
GO:0009897	GO:0009897	external side of plasma membrane	22/784	90/8052	3.59729686131404e-05	0.000844472639063453	0.000746374832790814	Alpi/Scnn1b/Thbs1/Trpv1/Il6st/Scara5/Abcg2/Dag1/Cd163/P2rx7/Scnn1g/Plg/P2rx7/Anpep/Chrna7/Tgfbr3/Abcg2/Nt5e/Nlgn1/Itgav/Ace/Tlr2	22
GO:0062023	GO:0062023	collagen-containing extracellular matrix	31/784	150/8052	3.76157077533832e-05	0.000844472639063453	0.000746374832790814	Bmp7/Serpinb1a/Col12a1/Myoc/Lama2/Thbs2/Cela2a/Vwa5a/Col6a4/Col14a1/Cela3b/Thbs1/Col6a6/Matn1/Col6a5/Angptl1/Mmp9/Col11a1/Dag1/Col24a1/Col22a1/Cstb/Hmcn1/Bmp1/Plg/Cpn2/Lrrc15/Serpinc1/Adam10/Gsto1/Fibcd1	31
GO:0051233	GO:0051233	spindle midzone	9/784	21/8052	7.50858962437307e-05	0.00160540797206834	0.00141891643528253	Prc1/Racgap1/Incenp/Plk1/Kif18a/Numa1/Prc1/Prc1/Aurkb	9
